company_name,website,sector,contact_name,email,phone,linkedin,location,employee_count,source,ai_score,ai_reason,tag,google_rating
Hinchley Medical Private GP and Specialist Clinics,https://www.hinchleymedical.co.uk/,Private GP or small health clinics,,info@hinchleymedical.co.uk,020 8398 1688,https://www.linkedin.com/company/hinchleymedical,"Hinchley Wood, Esher KT10 0SR, UK",,Google Places,9,Private GP clinic requiring clinical space for patient consultations,clinic-target,4.9/5 (40 reviews),ChIJ1U8o3e8LdkgRJVKaa_bvNhs,Compton,unit8
"The Berkshire Clinic - Private Medical, Surgical, GP services and diagnostic tests",http://www.theberkshireclinic.com/,Private health clinic,,,0118 304 5920,,"Winnersh, Wokingham RG41 5RB, UK",,Google Places,8,Private medical services fit well in a clinical space,clinic-target,4.9/5 (243 reviews),ChIJ4Uhd4PKFdkgRU-JD9itpZcA,Compton,unit8
The Downland Practice - Compton,http://www.downlandpractice.nhs.uk/,NHS health clinic,,,01635 248251,,"High St, Compton, Newbury RG20 6NJ",,Google Places,1,"NHS or public sector clinic, not suitable for a small professional space.",clinic-target,5/5 (3 reviews),ChIJ1ReW1k67dkgRfPDcTX6kVVo,Compton,unit8
Prime Health,http://www.prime-health.co.uk/,Health Clinic,,,0330 025 2100,,"1 Brooklands Rd, Weybridge KT13 0TJ, UK",,Google Places,9,Suitable as a health clinic requiring a professional space for client-facing services.,clinic-target,3.9/5 (48 reviews),ChIJGaHgbVTfdUgRbIjZbHVYE90,Compton,unit8
Compton Natural Health Centre,,Health & Wellness,,,07801 355259,,"Old Kiln Studios Watts Pottery, Compton, Guildford GU3 1DQ",,Google Places,8,Suitable for client-facing health/wellness practices,wellness,,ChIJlQ1V_QrRdUgRti_2D03H2_E,Compton,unit8
The Key Clinic,http://www.thekeyclinic.co.uk/,Health Clinic,,clientcare@thekeyclinic.co.uk,020 7486 4462,https://www.linkedin.com/company/the-key-clinic-ltd/,"Churn Rd, Compton, Newbury RG20 6PP",,Google Places,8,Suitable as a health clinic needing a professional space for client-facing services,clinic-target,5/5 (1 reviews),ChIJWRGZ98ildkgR2g4K8rlpLHk,Compton,unit8
Compleet Feet Podiatry,http://www.compleetfeet.co.uk/,Podiatry,,info@compleetfeet.co.uk,01420 89600,,"5a Normandy St, Alton GU34 1DD, UK",,Google Places,9,Podiatry requires a clinical space for client consultations and treatments.,clinic-target,4.5/5 (40 reviews),ChIJpUF6Z-Y6dEgRjUKWLqXvewo,Compton,unit8
Berkshire Podiatry,https://www.berkshirepodiatry.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8266343908418034127,Podiatry,,,07340 603598,,"Scours Ln, Reading RG30 6AY, UK",,Google Places,8,"Berkshire Podiatry is a health clinic that requires clinical space for podiatry services, making it highly suitable for Unit 8.",clinic-target,5/5 (50 reviews),ChIJZQDAqn6bdkgRB0c63LwRH-g,Compton,unit8
Advanced footcare Group,https://advancedfootcaregroup.co.uk/,Health Clinic,,,01306 883332,,"Reigate Rd, Dorking RH4 1SD, UK",,Google Places,8,Suitable for clinical space and client-facing health practice,clinic-target,5/5 (8 reviews),ChIJw-9LQeLmdUgRQtpTFewNatE,Compton,unit8
Footmech Podiatry,http://www.footmech.co.uk/,Podiatry,,footmech@footmech.co.uk,07745 972664,,"The Cl, Reigate RH2 7BN, UK",,Google Places,9,Footmech Podiatry is a health clinic that requires a clinical space for client consultations.,clinic-target,5/5 (70 reviews),ChIJqfz8jcXkdUgRsBwlPQGa098,Compton,unit8
Podiatry Services Chiropodist Podiatrist Andrew Jenkins,http://andrewjenkinspodiatry.co.uk/,Podiatry,,,01903 741660,,"Thakeham Road, Storrington RH20 3NW, UK",,Google Places,9,Podiatry services require a clinical space for client consultations and treatments.,clinic-target,4.9/5 (7 reviews),ChIJTdViUB-8dUgRk4SLVCtfrJQ,Compton,unit8
Feet for Life Ltd,http://www.feet4lifeuk.com/,Health Clinic,,,020 7631 0724,,"18 Wimpole St, London W1G 8GD, UK",,Google Places,9,Health clinic suitable for client-facing services,clinic-target,4.8/5 (101 reviews),ChIJ9x41mNMadkgRTDsc7smbWeI,Compton,unit8
Saddler Sarah,https://www.theodihamclinic.co.uk/better-footcare/,Health Clinic,,,01256 702140,,"Odiham, Hook RG29 1LG, UK",,Google Places,9,Health clinic suitable for client-facing health practices,clinic-target,5/5 (1 reviews),ChIJo5kR0lUvdEgRtkee5n01xLQ,Compton,unit8
Counselling Directory,https://www.counselling-directory.org.uk/,Mental Health Services,,,0333 325 2500,,"Watchmoor Park, Camberley GU15 3YL, UK",,Google Places,9,"Counselling Directory supports mental health professionals, making it suitable for client-facing practices.",wellness,4.9/5 (130 reviews),ChIJYc7vpLcqdEgRCj_EhOmDC74,Compton,unit8
Reading Community Mental Health Team,https://www.berkshirehealthcare.nhs.uk/our-services/mental-health-and-wellbeing/berkshire-mental-health-service/,Mental Health Services,,,0118 960 5612,https://uk.linkedin.com/company/berkshire-healthcare-nhs-foundation-trust,"Honey End Ln, Reading RG30 4EL, UK",,Google Places,1,"NHS public sector clinic, not suitable for private practice space",clinic-target,1.5/5 (11 reviews),ChIJ-_iV5L-bdkgRQ7nnch8K2vg,Compton,unit8
Thornford Park | Elysium Healthcare,http://www.elysiumhealthcare.co.uk/locations/thornford-park/,healthcare,,,01635 860072,,"Crookham Hill, Thatcham RG19 8ET, UK",,Google Places,4,Large healthcare facility likely to outgrow the space,clinic-target,2.9/5 (14 reviews),ChIJ2cs-49umdkgRl-dr5-VeyUE,Compton,unit8
Oakleaf Enterprise,http://www.oakleaf-enterprise.org/,Health & Wellness,,client-services@oakleaf-enterprise.org,01483 303649,https://www.linkedin.com/company/oakleaf/?originalSubdomain=uk,"101 Walnut Tree Cl, Guildford GU1 4UQ, UK",,Google Places,6,Wellness focus but may be larger than suitable for Unit 8,wellness,4.6/5 (13 reviews),ChIJQZNVj5XQdUgRI1l8JKvMSuc,Compton,unit8
Community Mental Health Team for Older People (CMHT OP) - North East Hampshire,,Mental Health Services,,,01252 335544,,"Hospital Hill, Aldershot GU11 1AY, UK",,Google Places,2,Large public sector clinic not suitable for small professional space,clinic-target,3/5 (4 reviews),ChIJ_3XTprwsdEgREZPda9SUdIA,Compton,unit8
Community Mental Health Recovery Service,https://www.sabp.nhs.uk/our-services/mental-health/community-services,Mental Health Services,,,01932 587060,http://www.linkedin.com/company/nhs-surrey-and-borders-partnership,"Curfew Bell Rd, Chertsey KT16 9FG, UK",,Google Places,1,NHS public sector clinic not suitable for Unit 8,clinic-target,,ChIJAZYtXPh2dkgRSkaErUUEdWI,Compton,unit8
Compton County Mental Health,http://dmh.lacounty.gov/,Mental Health,,,(310) 668-6800,,"921 East Compton Boulevard, Compton",,Google Places,3,Large public sector clinic not suitable for a small professional space,clinic-target,3.1/5 (19 reviews),ChIJ26l4ImTLwoARJFOBAS9ZtvU,Compton,unit8
Potters Bar Clinic | Elysium Healthcare,http://www.elysiumhealthcare.co.uk/locations/potters-bar-clinic/,health clinic,,,01707 858585,,"190 Barnet Rd, Potters Bar EN6 2SE, UK",,Google Places,1,Large clinic likely to outgrow the space,clinic-target,2.5/5 (35 reviews),ChIJkeSvhKgidkgRLhwtzuju_Hg,Compton,unit8
Community Mental Health Service,https://www.nhs.uk/services/clinic/hillcroft-house/RWX88,Mental Health Service,,,0118 904 3200,,"Rooke's Way, Thatcham RG18 3HR, UK",,Google Places,1,NHS or public sector clinics are not suitable for Unit 8,clinic-target,1.5/5 (11 reviews),ChIJ5acIxmimdkgRQ9fMYKo2Gbw,Compton,unit8
Prospect Park Hospital - Berkshire Healthcare,https://www.berkshirehealthcare.nhs.uk/our-sites/reading/prospect-park-hospital/,NHS Clinic,,,0118 960 5000,https://uk.linkedin.com/company/berkshire-healthcare-nhs-foundation-trust,"Tilehurst, Reading RG30 4EJ, UK",,Google Places,1,"NHS public sector clinic, not suitable for small professional space",clinic-target,2.8/5 (64 reviews),ChIJ2b6yleqbdkgRn594_jZ6r4w,Compton,unit8
Compton Family Mental Health,https://locator.lacounty.gov/dmh/Location/3180942/compton-mental-health-center1938,mental health,,,(310) 668-6800,,"921 E Compton Blvd, Compton",,Google Places,4,"Large public sector clinic, not suitable for a small professional space",clinic-target,5/5 (2 reviews),ChIJ__8_H2TLwoARWkvFhv6BlUQ,Compton,unit8
Claire Crampton Counselling,https://clairecramptoncounselling.co.uk/,Mental Health,,,,,"Odiham, Hook RG29 1JE, UK",,Google Places,9,"Counselling services require a quiet, professional space for client sessions.",wellness,,ChIJmdiwHOEvdEgRj86Pvt1zCvY,Compton,unit8
Reigate Community Mental Health Recovery Service,https://www.sabp.nhs.uk/our-services/mental-health/community-services/CMHRsReigate,Mental Health Services,,asc.infoandadvice@surreycc.gov.uk,01737 288960,http://www.linkedin.com/company/nhs-surrey-and-borders-partnership,"St Matthew's Rd, Redhill RH1 1TA, UK",,Google Places,2,"NHS public sector clinic, not suitable for a small professional space",clinic-target,2.4/5 (5 reviews),ChIJVVVlVTj7dUgRT6BczXB90Rw,Compton,unit8
Sport in Mind - the mental health sports charity,http://www.sportinmind.org/,Mental Health,,,0300 102 1400,,"Richfield Ave, Reading RG1 8EQ, UK",,Google Places,6,"Potential for client-facing wellness services, but may require larger space for group activities.",wellness,5/5 (6 reviews),ChIJNSfyoQObdkgRbGwkp7r8i90,Compton,unit8
Springfield University Hospital,https://swlstg.nhs.uk/,Health & Wellness,,,020 3513 5000,https://www.linkedin.com/company/south-west-london-and-st-george's-mental-health-nhs-trust,"15 Springfield Dr, London SW17 0YF, UK",,Google Places,1,"NHS public sector clinic, not suitable for Unit 8",clinic-target,2.3/5 (121 reviews),ChIJ01JQF-QFdkgRWNsGnXRUSH8,Compton,unit8
The Sunshine Recovery Cafe,http://www.sunshinerecoverycafe.org/,Health & Wellness,,,07908 436617,,"Wimbledon Chase, London SW20 8LX, UK",,Google Places,5,The business focuses on health and wellness but may be larger than the space can accommodate.,wellness,4.6/5 (42 reviews),ChIJN5UhheoIdkgRnLFAYS0cg98,Compton,unit8
Cornerstone Counselling Services,http://www.cornerstonecounselling.co.uk/,Counselling,,,07825 204131,,"Lower Bourne, Farnham GU10 3JS, UK",,Google Places,9,Suitable for client-facing mental health services in a professional space,wellness,,ChIJUzYx_potdEgRtyUh1ZwiZV0,Compton,unit8
Adoption Counselling UK,http://www.adoptioncounsellinguk.com/,Counselling,,,07852 325637,,"Odiham, Hook RG29 1JE, UK",,Google Places,9,"Adoption Counselling UK provides therapeutic services, making it highly suitable for a client-facing health/wellness practice.",wellness,,ChIJ_3xusF0ndEgR1mIUua2jni8,Compton,unit8
Specialist Counselling,http://www.specialistcounselling.co.uk/,Counselling,,,01344 723124,,"Park St, Bagshot GU15 5AQ, UK",,Google Places,9,Suitable for client-facing therapeutic practices,wellness,5/5 (1 reviews),ChIJxWtGtHXVdUgRZEG7yuMWU34,Compton,unit8
Surrey and Hants Counselling,http://www.surreyhantscounselling.co.uk/,Mental Health,,johanna.bishop@surreyhantscounselling.co.uk,07762 139427,,"Headley Down, Bordon GU35 8SY, UK",,Google Places,9,"Counselling is a client-facing health practice that fits well in a quiet, professional space.",wellness,5/5 (4 reviews),ChIJC9bTDbUzdEgRBgHPCKc0Q0Q,Compton,unit8
Woodlands Counselling,http://www.woodlandscounselling.co.uk/,Mental Health,,,07528 494084,,"Odiham, Hook RG29 1NE, UK",,Google Places,9,"Counselling services require a quiet, professional space for client sessions.",wellness,,ChIJS_h7O5ModEgR2KRgDq8n22Q,Compton,unit8
"Autonomy Psychotherapy, Counselling and Coaching Services",http://autonomypsychotherapy.com/,Psychotherapy and Counselling,,Contactautonomypsychotherapy@gmail.com,07867 535696,,"chillderstone close, Liphook GU30 7XE, UK",,Google Places,9,Ideal for client-facing mental health services in a professional space.,wellness,5/5 (4 reviews),ChIJwbLVQZN3VooRHf7l7jm-pX0,Compton,unit8
Body Free Pilates & Yoga,https://bodyfreepilates.com/,Pilates/Yoga Studio,,,07464 620092,,"Kingsley, Bordon GU35 9ND, UK",,Google Places,8,Small studio suitable for client-facing wellness practices,wellness,5/5 (68 reviews),ChIJF5KArL4xdEgRsc08hGpmFbI,Compton,unit8
Seven Pilates,https://www.sevenpilates.co.uk/,Pilates Studio,,,,,"Fetcham, Leatherhead KT22 9HU, UK",,Google Places,6,Potential for group classes but may outgrow the space,wellness,5/5 (3 reviews),ChIJU5ny8AThdUgRLKeNtzYIYK8,Compton,unit8
Poise Pilates Surrey,https://www.poisepilatessurrey.co.uk/,Pilates Studio,,Contactinfo@poisepilatessurrey.co.uk,07935 299139,,"London Rd, Windlesham GU20 6LL, UK",,Google Places,7,Small pilates studio suitable for client-facing wellness practices,wellness,5/5 (27 reviews),ChIJY2OOho1_dkgRADV5DnPYQeQ,Compton,unit8
Spring Back Pilates,http://www.springbackpilates.com/,Pilates,,,07950 956005,,"Great Bookham, Leatherhead KT23 3BB, UK",,Google Places,8,Small pilates studio fits well in a client-facing health/wellness space,wellness,5/5 (16 reviews),ChIJiQleBb_fdUgRpMncSPf7mQs,Compton,unit8
"ReGained Movement - Pilates, NeuroKinetic Therapy & Movement Therapy",http://www.regainedmovement.com/,Pilates and Movement Therapy,,,,,"Great Bookham, Leatherhead KT23 3PX, UK",,Google Places,8,Small professional space ideal for client-facing wellness practices like Pilates and movement therapy.,wellness,5/5 (13 reviews),ChIJ8cIijmnhdUgRFVzQyI8qS5o,Compton,unit8
Principle 6 Pilates,http://www.principle6pilates.com/,Pilates Studio,,,07709 400419,,"Great Bookham, Leatherhead KT23 4BT, UK",,Google Places,7,Small pilates studio suitable for client-facing wellness practices,wellness,5/5 (22 reviews),ChIJGVkAGqHgdUgRFjAuzQixUFY,Compton,unit8
Core Connexion,http://www.coreconnexion.co.uk/,Fitness & Wellness,,,0118 304 5830,https://www.linkedin.com/company/coreconnexion/,"Elms Rd, Wokingham RG40 2FE, UK",,Google Places,5,"Wellness focus but primarily fitness-oriented, may not fully utilize clinical space.",wellness,5/5 (115 reviews),ChIJ2TYdujWBdkgRpV8sU0lOyEs,Compton,unit8
Cobham Pilates,http://www.cobhampilates.com/,Pilates Studio,,reception@cobhampilates.com,01932 588707,,"31 High St, Cobham KT11 3DP, UK",,Google Places,7,Small pilates studio suitable for client-facing wellness practices,wellness,4.9/5 (27 reviews),ChIJUcdCLpjfdUgRFwHX93M95-4,Compton,unit8
Evolved-Pilates Studio,http://www.evolved-pilates.com/,Chiropractic,,,07870 828592,,"1 Updown Hill, Windlesham GU20 6AF, UK",,Google Places,8,Chiropractic practice requires a clinical space for client consultations and treatments.,clinic-target,5/5 (9 reviews),ChIJSRsgsbV4dkgRQYAaz7ZKHsg,Compton,unit8
The Pilates Foundry,https://pilatesfoundry.com/,Pilates Studio,,,07736 681057,,"South Warnborough, Hook RG29 1FD, UK",,Google Places,7,Small pilates studio suitable for client-facing wellness practices,wellness,5/5 (2 reviews),ChIJ-X958acldEgRJeNQDA8XdMQ,Compton,unit8
Perfectly Balanced Pilates and Sports Massage,https://perfectlybalancedpilates.co.uk/,Massage Therapy,,,07974 954941,,"25 Athoke Croft, Hook RG27 9UE, UK",,Google Places,9,Massage therapy is a client-facing health practice that fits well in a professional and quiet space.,wellness,5/5 (4 reviews),ChIJTTZGY3gndEgRgMUloaUzucw,Compton,unit8
Yoganow,,Yoga Studio,,,07400 500600,,"Passfield, Liphook GU30 7RY, UK",,Google Places,8,Suitable for small group classes in a professional space,wellness,5/5 (1 reviews),ChIJ0RICxhczdEgRa6OTLT3TXc8,Compton,unit8
My Ashram Yoga,http://www.myashramyoga.com/,Yoga Studio,,myashramyoga@gmail.com,07751 496291,,"Pirbright, Woking GU24 0NG, UK",,Google Places,8,Small pilates/yoga studio suitable for client-facing wellness practices,wellness,5/5 (58 reviews),ChIJ0yHGQLzXdUgRmEX6f5Dbqc8,Compton,unit8
Trini Yoga,http://www.triniyoga.co.uk/,Yoga,,,07779 302532,,"Eversley, Hook RG27 0PE, UK",,Google Places,7,"Yoga studio fits well in a small, professional space but may have limitations on class size.",wellness,5/5 (15 reviews),ChIJbb-1EvuDdkgRu7mFreCqSBA,Compton,unit8
House of Kundalini,http://www.houseofkundalini.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11829737463615257338,Yoga Studio,,,07787 425866,,"Frensham, Farnham GU10 3EF, UK",,Google Places,8,Small yoga studio suitable for client-facing wellness practices,wellness,5/5 (24 reviews),ChIJYV6rCzB_dkgR3Niak8mav58,Compton,unit8
Amy Miller Yoga + Wellbeing,http://www.amymilleryogaandwellbeing.co.uk/,Yoga and Wellness,,,07966 523784,,"Beare Green, Dorking RH5 4RD, UK",,Google Places,8,Small yoga studio suitable for client-facing wellness practices,wellness,5/5 (55 reviews),ChIJ4z_A7inmdUgRJMcYAxVqXIg,Compton,unit8
Pure Divine Yoga & Wellness,https://www.puredivinewellness.com/,Yoga and wellness,,,,,"Bisley, Woking GU21 9AR, UK",,Google Places,8,Small yoga studio suitable for group classes in a professional space,wellness,5/5 (2 reviews),ChIJHboJPKjXdUgRyt0htvCrKcU,Compton,unit8
The Little Yoga Place,https://www.thelittleyogaplace.co.uk/,Yoga Studio,,,07557 881912,,"North Holmwood, Dorking RH5 4JH, UK",,Google Places,8,Small yoga studio suitable for client-facing wellness practices,wellness,5/5 (6 reviews),ChIJ-dfMVevndUgRmQf9LTthowA,Compton,unit8
Thrive Studios,http://wearethrivestudios.com/,Yoga Studio,,,07446 954033,,"Great Bookham, Leatherhead KT23 3PD, UK",,Google Places,9,"Thrive Studios is a yoga studio, which fits well for group classes in a small, professional space.",wellness,5/5 (23 reviews),ChIJh1l4_XXfdUgRsiwsjXbqUHc,Compton,unit8
Hello And Flow Yoga,http://www.helloandflow.co.uk/,Yoga,,Tash.tash@helloandflow.co.uk,,,"Church Crookham, Fleet GU52 0ZE, UK",,Google Places,8,Small yoga studio suitable for client-facing wellness practices,wellness,5/5 (195 reviews),ChIJdUe_I_XVdUgRPBgn21__NmY,Compton,unit8
Swami Satvikananda Saraswati,https://www.satvikananda.com/,Yoga Studio,,,01932 872587,,"Ottershaw, Chertsey KT16 0QF, UK",,Google Places,9,"Small yoga studio fits well in a quiet, professional space for client-facing classes.",wellness,5/5 (2 reviews),ChIJg2MBs-93dkgRRmQBmBzFQME,Compton,unit8
Oriental Serenity Therapies,http://www.orientalserenitytherapies.co.uk/,Massage Therapy,,,07307 989800,,"New Haw, Addlestone KT15 3NY, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,4.6/5 (15 reviews),ChIJv7c7Tbd3dkgReqTQSxQlGmA,Compton,unit8
Thai Massage – Compton Street,https://thaimassagecompton.co.uk/,Massage Therapy,,,07703 985086,,"70 Compton St, London EC1V 0BN",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (2 reviews),ChIJ_UUPWjobdkgR2tFoV6aAsZg,Compton,unit8
Head to Toe Healing,https://www.headtotoebeautybyrachel.co.uk/,Massage Therapy,,,07931 624207,,"Cholsey, Wallingford OX10 9LB, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (28 reviews),ChIJZb_yGcSZdkgRpEv_ojL6NS8,Compton,unit8
The Massage Company,https://camberley.massagecompany.co.uk/,Massage therapy,,,01276 819588,,"7 Pembroke Broadway, Camberley GU15 3XD, UK",,Google Places,5,Larger practice that may outgrow the space,wellness,4.7/5 (429 reviews),ChIJF0AAhlHVdUgRTOajKuucNgE,Compton,unit8
Kinetic Therapies,https://www.kinetictherapies.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website,Massage Therapy,,,07503 083026,,"Finchampstead, Wokingham RG40 4LS, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client treatments.",wellness,5/5 (46 reviews),ChIJmVN_iuKDdkgRFa_OqPGbvvk,Compton,unit8
Thorp Equine and Human Sports Massage,https://www.thorpsportsmassage.com/,Massage Therapy,,,07500 895979,,"Tongham, Farnham GU10 1EB, UK",,Google Places,9,Massage therapy is a client-facing health practice that fits well in a professional space.,wellness,5/5 (9 reviews),ChIJ25IDrrnTdUgRADm9EsXz_KU,Compton,unit8
Alpha Massage Clinic,https://www.alphamassageclinic.co.uk/,Physiotherapy,,,07957 782472,,"Chobham, Woking GU24 8NF, UK",,Google Places,9,"Physiotherapy requires a clinical space, making it highly suitable for Unit 8.",clinic-target,5/5 (39 reviews),ChIJjxxu7-t5dkgRqfocA94Cg-M,Compton,unit8
Therapeutic Massage in Surrey,,Massage Therapy,,,07394 555364,,"Kennett Ln, Chertsey KT16 9FU, UK",,Google Places,9,Ideal for client-facing massage therapy in a professional space,wellness,5/5 (21 reviews),ChIJZ7pOd7t3dkgR7zoCWjE-NrE,Compton,unit8
Surrey Sensual Massage,https://www.surreysensualmassage.com/,Massage Therapy,,,,,"Frimley, Camberley GU16 7JD, UK",,Google Places,8,Massage therapy is a client-facing health practice suitable for the professional space.,wellness,5/5 (2 reviews),ChIJw7U-Gq7VdUgR_uMYt6hE610,Compton,unit8
Berkshire Massage Therapy,http://www.berkshiremassagetherapy.co.uk/,Massage Therapy,,,07771 924981,,"Finchampstead, Wokingham RG40 4HN, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (6 reviews),ChIJLVN8PEyHdkgRcbCny9nd0Pc,Compton,unit8
KJC Massage and Exercise Therapy,https://m.facebook.com/kjcmassageandexercisetherapy/,Massage Therapy,,,07976 737064,,"25 Compton Ave, Tilehurst",,Google Places,9,Massage therapy requires a quiet and professional space for client consultations and treatments.,wellness,5/5 (40 reviews),ChIJj74w_ayZdkgRBqRq89ceWu4,Compton,unit8
Holistic Therapies with Paula Kemp,https://www.paulakemptherapies.co.uk/,Massage Therapy,,info@paulakemptherapies.co.uk,07900 278253,,"8 Dunsmore Rd, Walton-on-Thames KT12 2LJ, UK",,Google Places,9,Ideal for client-facing massage therapy practice in a professional space,wellness,5/5 (125 reviews),ChIJPVHI2fp0dkgRIXBFiu42_Hg,Compton,unit8
Angelica Massage Therapies,https://angelica-massage-therapies.co.uk/,Massage Therapies,,,07887 793311,,"Blackwater, Camberley GU17 9DG, UK",,Google Places,9,Ideal for client-facing massage therapy in a quiet professional space,wellness,4.8/5 (12 reviews),ChIJDbYLwpYqdEgRynxADd_Y1c4,Compton,unit8
"Carol Brown Wellness - Facials, Massage, Skincare",https://calendly.com/carolbrownwellness,Massage Therapy,,,07776 753566,,"Windlesham GU20 6DJ, UK",,Google Places,9,"Massage therapy fits well in a small, professional space and is client-facing.",wellness,5/5 (36 reviews),ChIJ902b3op5dkgROfigDGyNMUA,Compton,unit8
Equilibrium Energies,https://equilibriumenergies.com/,Holistic health practitioners,,info@equilibriumenergies.com,,https://www.linkedin.com/in/lucie-dun/,"Withies Ln, Compton, Guildford GU3 1JB",,Google Places,8,Suitable for wellness practices with a focus on holistic health.,wellness,,ChIJn88KwiPRdUgRr0lqPOAxCIw,Compton,unit8
HolisticHealing.Rocks,http://www.holistichealing.rocks/,Massage Therapy,,,07775 901137,,"Wild Herons, Hook RG27 9SF, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (37 reviews),ChIJq3SJTKcndEgREHJoJMwrItk,Compton,unit8
Federation Of Holistic Therapists,https://www.fht.org.uk/,Holistic Health,,info@fht.org.uk,023 8062 4350,,"10 Annealing Cl, Eastleigh SO50 9PX, UK",,Google Places,8,Suitable for holistic health practices and client-facing wellness services.,wellness,4.8/5 (33 reviews),ChIJ86PF2uJydEgRAHb7oY8L_s4,Compton,unit8
Sarah Gordon Holistic Therapy,https://www.sgholistictherapy.co.uk/,Massage Therapy,,info@sgholistictherapy.co.uk,07876 245576,,"33 Rectory Ln, Banstead SM7 3PW, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (18 reviews),ChIJ_1B06Dz9dUgRAHrikz9mHUU,Compton,unit8
The Funky Healer,https://thefunkyhealer.co.uk/,Physiotherapy,,martyn@thefunkyhealer.co.uk,07920 715733,,"Hemdean Rd, Reading RG4 7ST, UK",,Google Places,9,"Physiotherapy requires a clinical space, making it highly suitable for Unit 8.",clinic-target,5/5 (53 reviews),ChIJ2wTcbeGadkgRxX7Y7fx0ZuQ,Compton,unit8
Brief Interlude Health Therapies,http://www.briefinterlude.uk/,Health & Wellness,,,07795 211955,,"Normandy, Guildford GU3 2EA, UK",,Google Places,8,Suitable for client-facing health and wellness practices,wellness,5/5 (1 reviews),ChIJH0HIieXTdUgR8CZc21Cq5Es,Compton,unit8
Nutrition Diets Clinic,https://nutritiondiets.co.uk/,Nutritionists,,info@nutritiondiets.co.uk,07725 643525,,"Staines-upon-Thames, Staines TW18 4EW, UK",,Google Places,6,"Currently home-based looking to upgrade, suitable for client-facing consultations",wellness,5/5 (58 reviews),ChIJk5kO7QtxdkgRWCnhOfV16cM,Compton,unit8
Kathryn Watson Nutrition,https://www.kathrynjwatson.com/,Nutritionist,,,07801 947207,,"44 High St, Bagshot GU19 5AZ, UK",,Google Places,6,Currently home-based looking to upgrade,wellness,5/5 (12 reviews),ChIJZa_D621_dkgRNhwV80BuLqU,Compton,unit8
Nutritional Benefits,http://www.nutritionalbenefits.co.uk/,Nutritionists,,,07818 412568,,"Greenham, Thatcham RG19 8SH, UK",,Google Places,6,"Currently home-based looking to upgrade, suitable for client-facing consultations",wellness,5/5 (9 reviews),ChIJeeJPHuyadkgRTF_hl0jGzeE,Compton,unit8
NKC Nutrition - Diabetes Specialist Dietitian (online appointments),http://nkc-nutrition.com/,Nutritionist,,,07525 939175,,"7 Pinkerton Place, London SW16 1QS, UK",,Google Places,5,"Currently home-based and looking to upgrade, but primarily offers online appointments",wellness,5/5 (12 reviews),ChIJB-TWnbjhdUgRAXSeptZp7gg,Compton,unit8
Healthy and Confident,http://healthyandconfident.co.uk/?utm_source=gmb&utm_medium=referral,Health & Wellness,,,07876 565263,,"Farnborough GU14 7JG, UK",,Google Places,6,Wellness-focused but may not require clinical space,wellness,5/5 (12 reviews),ChIJ7yE5TB4rdEgR4dLw34poAe8,Compton,unit8
Birtley House Nursing Home,https://birtleyhouse.co.uk/,Nursing Home,,,01483 892055,,"Birtley Rd, Bramley, Guildford GU5 0LB",,Google Places,1,Nursing homes are large facilities and not suitable for small professional spaces.,clinic-target,4.6/5 (14 reviews),ChIJdxqq6LHadUgR-fbB2F6E3mk,Bramley,unit8
The Runnymede Hospital,https://www.circlehealthgroup.co.uk/hospitals/the-runnymede-hospital?utm_source=google&utm_medium=googlelocal&utm_campaign=bmirunnymede,Health & Wellness,,,01932 877800,https://www.linkedin.com/company/circlehealthgroup,"Guildford Rd, Ottershaw",,Google Places,2,"Large hospital facility, not suitable for a small professional space.",clinic-target,4.8/5 (860 reviews),ChIJK_TNOq53dkgRE_l9704s2vs,Bramley,unit8
Bramley Barber Shop,,Barber Shop,,,01483 346904,,"4B High St, Bramley, Guildford GU5 0HB",,Google Places,1,"Retail-focused business, not suitable for clinical or therapeutic practices",retail,4.6/5 (83 reviews),ChIJd_ZCLqfadUgRRivQcGWQDI4,Bramley,unit8
Amplifon Hearing Centre Bramley,https://www.amplifon.com/uk,Hearing Clinic,,,01483 892958,,"12-13 High St, Bramley, Guildford GU5 0HF",,Google Places,6,Health clinic suitable for client-facing services but may require more space for equipment and consultations.,clinic-target,4.6/5 (7 reviews),ChIJsefuK6fadUgRrDb4k6BC95c,Bramley,unit8
Boots,https://www.boots.com/?utm_source=google-maps&utm_medium=google-maps&utm_campaign=google-maps,Retail Pharmacy,,,01483 893820,,"9B High St, Bramley, Guildford GU5 0HF",,Google Places,1,Retail-focused business with large scale operations,retail,5/5 (1 reviews),ChIJsefuK6fadUgRRM62IND7St4,Bramley,unit8
